date,txVolume(USD),adjustedTxVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,averageDifficulty,paymentCount,medianTxValue(USD),medianFee,blockSize,blockCount
2009-08-11,,,0,,,,3500.0,0.0,70,1.0,,,,15114,70,
2009-08-12,,,0,,,,3150.0,0.0,63,1.0,,,,13578,63,
2009-08-13,,,0,,,,4250.0,0.0,85,1.0,,,,18340,85,
2009-08-14,,,0,,,,3150.0,0.0,63,1.0,,,,13597,63,
2009-08-15,,,0,,,,1300.0,0.0,26,1.0,,,,5600,26,
2009-08-16,,,0,,,,950.0,0.0,19,1.0,,,,4095,19,
2009-08-17,,,0,,,,850.0,0.0,17,1.0,,,,3669,17,
2009-08-18,,,0,,,,500.0,0.0,10,1.0,,,,2160,10,
2009-08-19,,,0,,,,900.0,0.0,18,1.0,,,,3877,18,
2009-08-20,,,0,,,,1100.0,0.0,22,1.0,,,,4734,22,
2009-08-21,,,0,,,,700.0,0.0,14,1.0,,,,3010,14,
2009-08-22,,,0,,,,350.0,0.0,7,1.0,,,,1505,7,
2009-08-23,,,0,,,,750.0,0.0,15,1.0,,,,3233,15,
2009-08-24,,,0,,,,750.0,0.0,15,1.0,,,,3225,15,
2009-08-25,,,0,,,,2500.0,0.0,50,1.0,,,,10783,50,
2009-08-26,,,3,,,,2400.0,0.0,96,1.0,2,,0.0,16120,48,
2009-08-27,,,0,,,,1450.0,0.0,29,1.0,,,,6245,29,
2009-08-28,,,0,,,,3750.0,0.0,75,1.0,,,,16180,75,
2009-08-29,,,0,,,,3900.0,0.0,78,1.0,,,,16833,78,
2009-08-30,,,1,,,,4850.0,0.0,99,1.0,0,,0.0,21086,97,
2009-08-31,,,1,,,,4300.0,0.0,93,1.0,0,,0.0,19294,86,
2009-09-01,,,0,,,,3900.0,0.0,78,1.0,,,,16832,78,
2009-09-02,,,0,,,,3300.0,0.0,66,1.0,,,,14246,66,
2009-09-03,,,1,,,,3050.0,0.0,76,1.0,0,,0.0,14817,61,
2009-09-04,,,0,,,,3200.0,0.0,64,1.0,,,,13803,64,
2009-09-05,,,0,,,,3800.0,0.0,76,1.0,,,,16404,76,
2009-09-06,,,0,,,,3400.0,0.0,68,1.0,,,,14678,68,
2009-09-07,,,1,,,,3900.0,0.0,92,1.0,0,,0.0,18364,78,
2009-09-08,,,0,,,,3450.0,0.0,69,1.0,,,,14888,69,
2009-09-09,,,0,,,,2700.0,0.0,54,1.0,,,,11653,54,
2009-09-10,,,0,,,,3350.0,0.0,67,1.0,,,,14459,67,
2009-09-11,,,0,,,,3350.0,0.0,67,1.0,,,,14460,67,
2009-09-12,,,0,,,,3450.0,0.0,69,1.0,,,,14896,69,
2009-09-13,,,0,,,,3750.0,0.0,75,1.0,,,,16188,75,
2009-09-14,,,0,,,,3700.0,0.0,74,1.0,,,,15973,74,
2009-09-15,,,0,,,,2200.0,0.0,44,1.0,,,,9498,44,
2009-09-16,,,1,,,,3600.0,0.0,74,1.0,0,,0.0,15759,72,
2009-09-17,,,1,,,,4200.0,0.12,186,1.0,1,,0.12,29755,84,
2009-09-18,,,0,,,,3900.0,0.0,78,1.0,,,,16833,78,
2009-09-19,,,0,,,,3700.0,0.0,74,1.0,,,,15981,74,
2009-09-20,,,0,,,,3900.0,0.0,78,1.0,,,,16847,78,
2009-09-21,,,1,,,,3450.0,0.0,78,1.0,0,,0.0,15853,69,
2009-09-22,,,1,,,,1250.0,0.0,66,1.0,0,,0.0,9996,25,
2009-09-23,,,0,,,,1800.0,0.0,36,1.0,,,,7766,36,
2009-09-24,,,0,,,,4850.0,0.0,97,1.0,,,,20904,97,
2009-09-25,,,2,,,,4550.0,0.0,119,1.0,0,,0.0,22688,91,
2009-09-26,,,0,,,,5000.0,0.0,100,1.0,,,,21546,100,
2009-09-27,,,1,,,,4350.0,0.0,104,1.0,0,,0.0,20652,87,
2009-09-28,,,0,,,,4250.0,0.0,85,1.0,,,,18354,85,
2009-09-29,,,2,,,,4400.0,0.0,133,1.0,0,,0.0,23990,88,
2009-09-30,,,0,,,,4250.0,0.0,85,1.0,,,,18340,85,
2009-10-01,,,0,,,,4100.0,0.0,82,1.0,,,,17703,82,
2009-10-02,,,1,,,,3600.0,0.0,83,1.0,0,,0.0,16720,72,
2009-10-03,,,0,,,,2900.0,0.0,58,1.0,,,,12494,58,
2009-10-04,,,0,,,,2650.0,0.0,53,1.0,,,,11431,53,
2009-10-05,,,0,,,,2750.0,0.0,55,1.0,,,,11867,55,
2009-10-06,,,2,,,,2150.0,0.0,58,1.0,0,,0.0,11142,43,
2009-10-07,,,0,,,,3000.0,0.0,60,1.0,,,,12943,60,
2009-10-08,,,0,,,,3500.0,0.0,70,1.0,,,,15083,70,
2009-10-09,,,0,,,,3950.0,0.0,79,1.0,,,,17037,79,
2009-10-10,,,0,,,,3850.0,0.0,77,1.0,,,,16618,77,
2009-10-11,,,0,,,,3700.0,0.0,74,1.0,,,,15966,74,
2009-10-12,,,1,,,,2900.0,0.0,132,1.0,0,,0.0,21134,58,
2009-10-13,,,0,,,,2850.0,0.0,57,1.0,,,,12301,57,
2009-10-14,,,0,,,,3450.0,0.0,69,1.0,,,,14878,69,
2009-10-15,,,0,,,,3550.0,0.0,71,1.0,,,,15291,71,
2009-10-16,,,1,,,,3000.0,0.0,141,1.0,0,,0.0,22351,60,
2009-10-17,,,0,,,,2850.0,0.0,57,1.0,,,,12303,57,
2009-10-18,,,1,,,,3700.0,0.0,82,1.0,0,,0.0,16798,74,
2009-10-19,,,0,,,,5600.0,0.0,112,1.0,,,,24130,112,
2009-10-20,,,1,,,,4750.0,0.12,197,1.0,1,,0.12,32110,95,
2009-10-21,,,1,,,,4000.0,0.0,99,1.0,0,,0.0,19333,80,
2009-10-22,,,1,,,,4500.0,0.0,130,1.0,0,,0.0,24131,90,
2009-10-23,,,0,,,,4450.0,0.0,89,1.0,,,,19173,89,
2009-10-24,,,1,,,,3100.0,0.0,70,1.0,0,,0.0,14272,62,
2009-10-25,,,0,,,,3800.0,0.0,76,1.0,,,,16384,76,
2009-10-26,,,0,,,,3550.0,0.0,71,1.0,,,,15322,71,
2009-10-27,,,1,,,,3200.0,0.0,81,1.0,0,,0.0,15730,64,
2009-10-28,,,0,,,,3300.0,0.0,66,1.0,,,,14235,66,
2009-10-29,,,2,,,,2300.0,0.0,89,1.0,0,,0.0,14692,46,
2009-10-30,,,0,,,,3000.0,0.0,60,1.0,,,,12928,60,
2009-10-31,,,0,,,,2300.0,0.0,46,1.0,,,,9904,46,
2009-11-01,,,0,,,,1250.0,0.0,25,1.0,,,,5382,25,
2009-11-02,,,0,,,,1650.0,0.0,33,1.0,,,,7108,33,
2009-11-03,,,0,,,,3100.0,0.0,62,1.0,,,,13363,62,
2009-11-04,,,1,,,,3150.0,0.0,105,1.0,0,,0.0,18529,63,
2009-11-05,,,0,,,,2850.0,0.0,57,1.0,,,,12282,57,
2009-11-06,,,0,,,,3100.0,0.0,62,1.0,,,,13364,62,
2009-11-07,,,0,,,,3450.0,0.0,69,1.0,,,,14881,69,
2009-11-08,,,0,,,,3650.0,0.0,73,1.0,,,,15735,73,
2009-11-09,,,0,,,,3200.0,0.0,64,1.0,,,,13804,64,
2009-11-10,,,0,,,,3900.0,0.0,78,1.0,,,,16800,78,
2009-11-11,,,9,,,,3200.0,0.0,116,1.0,6,,0.0,21213,64,
2009-11-12,,,0,,,,3300.0,0.0,66,1.0,,,,14218,66,
2009-11-13,,,3,,,,4000.0,0.0,93,1.0,2,,0.0,19076,80,
2009-11-14,,,0,,,,3950.0,0.0,79,1.0,,,,17035,79,
2009-11-15,,,0,,,,4800.0,0.0,96,1.0,,,,20700,96,
2009-11-16,,,0,,,,4850.0,0.0,97,1.0,,,,20921,97,
2009-11-17,,,0,,,,4600.0,0.0,92,1.0,,,,19841,92,
2009-11-18,,,0,,,,3950.0,0.0,79,1.0,,,,17019,79,
2009-11-19,,,2,,,,3500.0,0.0,153,1.0,0,,0.0,26264,70,
2009-11-20,,,0,,,,4300.0,0.0,86,1.0,,,,18543,86,
2009-11-21,,,0,,,,3650.0,0.0,73,1.0,,,,15747,73,
2009-11-22,,,0,,,,5300.0,0.0,106,1.0,,,,22865,106,
2009-11-23,,,0,,,,4800.0,0.0,96,1.0,,,,20722,96,
2009-11-24,,,0,,,,4650.0,0.0,93,1.0,,,,20048,93,
2009-11-25,,,0,,,,4500.0,0.0,90,1.0,,,,19408,90,
2009-11-26,,,0,,,,4200.0,0.0,84,1.0,,,,18103,84,
2009-11-27,,,0,,,,3700.0,0.0,74,1.0,,,,15945,74,
2009-11-28,,,0,,,,3550.0,0.0,71,1.0,,,,15305,71,
2009-11-29,,,0,,,,3000.0,0.0,60,1.0,,,,12941,60,
2009-11-30,,,0,,,,3750.0,0.0,75,1.0,,,,16182,75,
2009-12-01,,,1,,,,3650.0,0.22,240,1.0,1,,0.22,35316,73,
2009-12-02,,,0,,,,4700.0,0.0,94,1.0,,,,20271,94,
2009-12-03,,,0,,,,4400.0,0.0,88,1.0,,,,18989,88,
2009-12-04,,,0,,,,1800.0,0.0,36,1.0,,,,7756,36,
2009-12-05,,,1,,,,3200.0,0.0,84,1.0,1,,0.0,15937,64,
2009-12-06,,,2,,,,5150.0,0.0,107,1.0,1,,0.0,22697,103,
2009-12-07,,,0,,,,5600.0,0.0,112,1.0,,,,24152,112,
2009-12-08,,,2,,,,5250.0,0.0,136,1.0,0,,0.0,26167,105,
2009-12-09,,,13,,,,4800.0,0.0,119,1.0,6,,0.0,25268,96,
2009-12-10,,,0,,,,5200.0,0.0,104,1.0,,,,22427,104,
2009-12-11,,,0,,,,5600.0,0.0,112,1.0,,,,24119,112,
2009-12-12,,,2,,,,5500.0,0.0,178,1.0,0,,0.0,31509,110,
2009-12-13,,,0,,,,5700.0,0.0,114,1.0,,,,24596,114,
2009-12-14,,,5,,,,5100.0,0.0,437,1.0,1,,0.0,60330,102,
2009-12-15,,,2,,,,5500.0,0.0,119,1.0,1,,0.0,24964,110,
2009-12-16,,,1,,,,6800.0,0.0,154,1.0,0,,0.0,31309,136,
2009-12-17,,,3,,,,8450.0,0.0,179,1.0,2,,0.0,38019,169,
2009-12-18,,,0,,,,11250.0,0.0,225,1.0,,,,48497,225,
2009-12-19,,,1,,,,9900.0,0.0,200,1.0,0,,0.0,42910,198,
2009-12-20,,,0,,,,8750.0,0.0,175,1.0,,,,37785,175,
2009-12-21,,,1,,,,8750.0,0.0,177,1.0,0,,0.0,37901,175,
2009-12-22,,,0,,,,8100.0,0.0,162,1.0,,,,34947,162,
2009-12-23,,,0,,,,7700.0,0.0,154,1.0,,,,33214,154,
2009-12-24,,,0,,,,7700.0,0.0,154,1.0,,,,33216,154,
2009-12-25,,,1,,,,7450.0,0.0,151,1.0,1,,0.0,32378,149,
